date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
2020-12-28,Switzerland,Senegal,3,2,Friendly,Home City,Switzerland,false
2024-05-29,New Zealand,France,1,2,Continental Cup,Home City,New Zealand,false
2022-05-28,USA,Iraq,4,2,Friendly,Home City,USA,false
2023-11-08,Algeria,Egypt,2,0,Continental Cup,Home City,Algeria,false
2019-08-05,United Arab Emirates,Switzerland,0,2,Nations League,Home City,United Arab Emirates,false
2021-12-19,Algeria,Costa Rica,2,1,Continental Cup,Home City,Algeria,false
2025-03-08,Morocco,Ecuador,4,0,Continental Cup,Home City,Morocco,false
2021-06-04,Egypt,Netherlands,1,1,Nations League,Home City,Egypt,false
2021-05-24,Japan,Ivory Coast,2,1,World Cup,Doha,Japan,true
2020-04-16,Norway,Brazil,1,2,WC Qualifier,Home City,Norway,false
2021-06-11,Saudi Arabia,New Zealand,1,2,World Cup,Doha,Saudi Arabia,true
2024-03-24,England,Saudi Arabia,2,0,World Cup,Paris,England,true
2019-11-15,Germany,Chile,2,0,Nations League,Home City,Germany,false
2023-05-19,South Africa,Chile,2,1,Nations League,Home City,South Africa,false
2025-06-11,United Arab Emirates,Denmark,4,2,Continental Cup,Home City,United Arab Emirates,false
2025-05-12,England,Croatia,5,1,World Cup,Sydney,England,true
2021-05-03,Paraguay,Croatia,0,3,WC Qualifier,Home City,Paraguay,false
2018-04-01,Wales,Denmark,1,4,Nations League,Home City,Wales,false
2019-01-27,Peru,Qatar,4,1,World Cup,New York,Peru,true
2025-07-21,Sweden,Italy,0,0,Friendly,Home City,Sweden,false
2025-03-18,Ecuador,Austria,0,1,WC Qualifier,Home City,Ecuador,false
2019-10-24,Senegal,Peru,2,1,Continental Cup,Home City,Senegal,false
2020-10-16,Colombia,England,1,1,World Cup,Paris,Colombia,true
2024-12-19,Netherlands,Italy,1,1,WC Qualifier,Home City,Netherlands,false
2018-04-25,Brazil,Canada,2,0,Friendly,Home City,Brazil,false
2018-10-02,Japan,Saudi Arabia,1,0,Friendly,Home City,Japan,false
2025-12-27,Costa Rica,France,0,2,Friendly,Home City,Costa Rica,false
2026-03-22,Ivory Coast,Chile,0,1,World Cup,Paris,Ivory Coast,true
2023-01-27,Costa Rica,England,1,2,Friendly,Home City,Costa Rica,false
2021-04-10,Brazil,France,1,1,World Cup,Berlin,Brazil,true
2025-02-21,Canada,Tunisia,2,1,WC Qualifier,Home City,Canada,false
2020-08-30,Australia,Denmark,1,1,WC Qualifier,Home City,Australia,false
2018-12-23,Chile,Tunisia,1,2,World Cup,Sydney,Chile,true
2021-10-22,South Africa,Costa Rica,1,0,Nations League,Home City,South Africa,false
2022-04-16,South Korea,Croatia,0,1,Friendly,Home City,South Korea,false
2019-01-25,Cameroon,New Zealand,3,0,World Cup,London,Cameroon,true
2018-07-25,France,Denmark,2,1,WC Qualifier,Home City,France,false
2020-04-02,Serbia,New Zealand,4,1,Nations League,Home City,Serbia,false
2021-07-24,Algeria,South Korea,3,0,Continental Cup,Home City,Algeria,false
2026-05-26,Ecuador,Qatar,3,0,Friendly,Home City,Ecuador,false
2023-07-08,Paraguay,Uruguay,1,3,World Cup,Dubai,Paraguay,true
2023-11-16,Canada,South Korea,0,2,WC Qualifier,Home City,Canada,false
2023-03-10,Canada,South Korea,0,2,WC Qualifier,Home City,Canada,false
2021-12-05,Serbia,Qatar,1,1,Nations League,Home City,Serbia,false
2026-02-04,Ecuador,Saudi Arabia,0,0,Nations League,Home City,Ecuador,false
2024-10-18,Spain,Nigeria,2,0,Continental Cup,Home City,Spain,false
2022-05-14,Australia,Croatia,0,0,Friendly,Home City,Australia,false
2021-01-12,Mexico,Switzerland,0,1,WC Qualifier,Home City,Mexico,false
2021-06-22,Paraguay,United Arab Emirates,4,0,Nations League,Home City,Paraguay,false
2025-05-08,Iran,Argentina,1,1,WC Qualifier,Home City,Iran,false
2018-05-17,Serbia,Jamaica,1,0,Continental Cup,Home City,Serbia,false
2018-07-27,Croatia,Iraq,2,0,Continental Cup,Home City,Croatia,false
2019-05-04,Croatia,Austria,1,4,WC Qualifier,Home City,Croatia,false
2018-01-03,Germany,Peru,2,1,WC Qualifier,Home City,Germany,false
2024-11-11,Qatar,Costa Rica,3,4,World Cup,Paris,Qatar,true
2024-05-03,Paraguay,Peru,0,1,Continental Cup,Home City,Paraguay,false
2020-04-03,England,South Africa,4,0,World Cup,Sydney,England,true
2024-02-14,Argentina,Ecuador,2,1,Continental Cup,Home City,Argentina,false
2025-06-13,Wales,New Zealand,3,1,WC Qualifier,Home City,Wales,false
2021-03-13,Jamaica,Netherlands,1,1,Continental Cup,Home City,Jamaica,false
2026-04-10,Brazil,USA,1,0,Nations League,Home City,Brazil,false
2018-02-01,Qatar,Algeria,0,2,Nations League,Home City,Qatar,false
2018-04-15,Germany,Peru,3,1,Nations League,Home City,Germany,false
2024-07-22,Spain,New Zealand,5,0,Continental Cup,Home City,Spain,false
2021-05-18,Colombia,Morocco,0,1,World Cup,Doha,Colombia,true
2022-12-19,Australia,Jamaica,1,2,Nations League,Home City,Australia,false
2025-11-15,Norway,South Korea,3,1,WC Qualifier,Home City,Norway,false
2023-10-09,Switzerland,Peru,4,0,Friendly,Home City,Switzerland,false
2024-11-08,Italy,Colombia,0,1,Nations League,Home City,Italy,false
2022-07-17,Mexico,South Korea,1,1,Nations League,Home City,Mexico,false
2022-04-04,Jamaica,Tunisia,0,1,World Cup,Madrid,Jamaica,true
2018-01-15,Germany,Belgium,1,0,WC Qualifier,Home City,Germany,false
2025-08-06,Morocco,Ivory Coast,3,0,World Cup,Paris,Morocco,true
2024-07-23,Sweden,Belgium,0,0,Nations League,Home City,Sweden,false
2022-08-20,Iraq,Ivory Coast,1,2,World Cup,Sydney,Iraq,true
2018-01-20,Uruguay,Peru,1,0,Continental Cup,Home City,Uruguay,false
2026-02-10,United Arab Emirates,Japan,2,0,Friendly,Home City,United Arab Emirates,false
2021-09-14,Peru,Uruguay,2,1,Continental Cup,Home City,Peru,false
2019-11-15,Iran,Morocco,0,3,Continental Cup,Home City,Iran,false
2020-01-12,Ecuador,Panama,2,0,Friendly,Home City,Ecuador,false
2023-04-22,Costa Rica,Morocco,0,2,Nations League,Home City,Costa Rica,false
2018-05-13,Uruguay,Chile,3,1,WC Qualifier,Home City,Uruguay,false
2022-06-23,Belgium,Japan,3,1,World Cup,Berlin,Belgium,true
2023-06-06,England,Norway,2,0,Continental Cup,Home City,England,false
2024-02-16,Uruguay,Spain,0,0,Nations League,Home City,Uruguay,false
2024-03-25,England,Iraq,0,0,Continental Cup,Home City,England,false
2020-12-09,Iraq,Iran,2,1,Continental Cup,Home City,Iraq,false
2025-08-05,Spain,Switzerland,4,0,Friendly,Home City,Spain,false
2019-07-27,United Arab Emirates,Spain,0,0,Friendly,Home City,United Arab Emirates,false
2018-03-03,United Arab Emirates,Senegal,1,1,Friendly,Home City,United Arab Emirates,false
2025-09-07,Qatar,Panama,2,1,Nations League,Home City,Qatar,false
2024-12-15,Belgium,Mexico,1,1,Nations League,Home City,Belgium,false
2019-01-08,Spain,Argentina,1,0,Continental Cup,Home City,Spain,false
2022-07-13,Canada,Jamaica,1,1,WC Qualifier,Home City,Canada,false
2021-12-01,Costa Rica,Brazil,0,2,WC Qualifier,Home City,Costa Rica,false
2019-12-05,Norway,Spain,2,2,Nations League,Home City,Norway,false
2024-09-03,Serbia,Nigeria,1,0,Nations League,Home City,Serbia,false
2024-07-20,France,Chile,5,0,Nations League,Home City,France,false
2018-07-04,Ecuador,New Zealand,1,1,Continental Cup,Home City,Ecuador,false
2021-03-21,Japan,Switzerland,1,2,Nations League,Home City,Japan,false
2025-07-06,Paraguay,United Arab Emirates,4,0,WC Qualifier,Home City,Paraguay,false
2020-02-28,Costa Rica,Canada,1,2,World Cup,New York,Costa Rica,true
2025-10-18,Chile,Ecuador,0,1,Continental Cup,Home City,Chile,false
2020-03-05,Belgium,Ecuador,0,2,Continental Cup,Home City,Belgium,false
2021-11-28,Ivory Coast,Saudi Arabia,0,4,World Cup,Doha,Ivory Coast,true
2025-12-21,Spain,Sweden,3,1,Continental Cup,Home City,Spain,false
2018-06-07,Spain,France,1,1,Continental Cup,Home City,Spain,false
2020-08-04,Egypt,Iran,2,2,Nations League,Home City,Egypt,false
2026-04-14,Brazil,Belgium,2,0,Nations League,Home City,Brazil,false
2018-02-14,Mexico,Germany,0,3,WC Qualifier,Home City,Mexico,false
2019-08-31,United Arab Emirates,Croatia,0,0,WC Qualifier,Home City,United Arab Emirates,false
2025-10-02,New Zealand,Sweden,2,2,Continental Cup,Home City,New Zealand,false
2020-02-06,Portugal,Uruguay,5,0,World Cup,New York,Portugal,true
2022-02-13,Portugal,Belgium,1,3,World Cup,Paris,Portugal,true
2024-06-06,South Africa,Austria,0,0,WC Qualifier,Home City,South Africa,false
2022-08-04,Uruguay,Tunisia,2,0,World Cup,New York,Uruguay,true
2024-01-20,Chile,Switzerland,3,0,Nations League,Home City,Chile,false
2024-02-09,Morocco,Germany,2,2,World Cup,New York,Morocco,true
2018-06-03,USA,Nigeria,2,2,World Cup,Doha,USA,true
2025-01-21,France,United Arab Emirates,4,0,Continental Cup,Home City,France,false
2021-06-01,Peru,Netherlands,2,3,Nations League,Home City,Peru,false
2023-04-27,Netherlands,Belgium,4,0,Nations League,Home City,Netherlands,false
2024-06-06,Nigeria,Cameroon,1,0,Friendly,Home City,Nigeria,false
2025-09-02,Ivory Coast,Costa Rica,3,0,WC Qualifier,Home City,Ivory Coast,false
2022-05-06,Brazil,New Zealand,2,0,Continental Cup,Home City,Brazil,false
2024-10-09,Croatia,South Africa,3,0,World Cup,Paris,Croatia,true
2022-05-09,Iraq,Colombia,1,0,Continental Cup,Home City,Iraq,false
2026-02-18,Germany,Costa Rica,8,0,Continental Cup,Home City,Germany,false
2020-08-09,Italy,United Arab Emirates,3,0,Continental Cup,Home City,Italy,false
2018-10-11,Norway,Nigeria,5,1,WC Qualifier,Home City,Norway,false
2023-05-05,Qatar,Morocco,2,2,Friendly,Home City,Qatar,false
2022-11-16,Iran,Ivory Coast,0,2,World Cup,Madrid,Iran,true
2024-11-18,Brazil,Denmark,1,0,WC Qualifier,Home City,Brazil,false
2020-04-13,Saudi Arabia,Switzerland,1,0,WC Qualifier,Home City,Saudi Arabia,false
2020-10-23,Argentina,Nigeria,1,0,Nations League,Home City,Argentina,false
2025-06-18,Peru,Belgium,2,1,Nations League,Home City,Peru,false
2025-09-23,New Zealand,Chile,1,3,WC Qualifier,Home City,New Zealand,false
2022-09-22,Algeria,Croatia,0,2,Continental Cup,Home City,Algeria,false
2022-06-19,New Zealand,USA,1,4,WC Qualifier,Home City,New Zealand,false
2021-12-16,United Arab Emirates,Germany,1,3,Friendly,Home City,United Arab Emirates,false
2019-07-06,Austria,Netherlands,2,3,Continental Cup,Home City,Austria,false
2023-10-13,Paraguay,United Arab Emirates,1,0,Nations League,Home City,Paraguay,false
2019-05-21,Uruguay,Norway,2,0,Continental Cup,Home City,Uruguay,false
2018-09-24,Wales,Chile,3,2,World Cup,Paris,Wales,true
2021-03-05,Denmark,Qatar,2,0,Nations League,Home City,Denmark,false
2023-09-11,Ivory Coast,Iran,2,1,WC Qualifier,Home City,Ivory Coast,false
2025-09-07,Austria,Wales,3,1,World Cup,Madrid,Austria,true
2026-03-17,Spain,Senegal,3,0,Nations League,Home City,Spain,false
2023-03-18,South Korea,Belgium,3,2,WC Qualifier,Home City,South Korea,false
2020-04-02,Switzerland,Qatar,3,1,Continental Cup,Home City,Switzerland,false
2021-08-22,South Africa,Germany,0,2,World Cup,Dubai,South Africa,true
2022-10-20,Germany,Colombia,1,0,Continental Cup,Home City,Germany,false
2024-06-05,Nigeria,Argentina,0,2,World Cup,New York,Nigeria,true
2024-11-02,Netherlands,Ivory Coast,1,1,World Cup,Dubai,Netherlands,true
2024-07-15,Sweden,Algeria,1,1,Nations League,Home City,Sweden,false
2020-03-24,Egypt,Portugal,0,2,WC Qualifier,Home City,Egypt,false
2025-11-30,Cameroon,Uruguay,2,2,Friendly,Home City,Cameroon,false
2023-05-20,Netherlands,Sweden,4,2,Nations League,Home City,Netherlands,false
2021-10-06,Ivory Coast,Paraguay,5,1,Nations League,Home City,Ivory Coast,false
2021-01-13,Costa Rica,Norway,0,1,Continental Cup,Home City,Costa Rica,false
2020-12-12,Saudi Arabia,Portugal,1,0,Continental Cup,Home City,Saudi Arabia,false
2021-08-21,Italy,Qatar,1,0,Continental Cup,Home City,Italy,false
2022-11-10,Chile,Costa Rica,3,0,WC Qualifier,Home City,Chile,false
2025-10-23,USA,Germany,1,0,Continental Cup,Home City,USA,false
2025-05-28,Morocco,Belgium,2,1,Friendly,Home City,Morocco,false
2025-08-20,Brazil,Saudi Arabia,2,0,Friendly,Home City,Brazil,false
2023-04-20,Chile,Sweden,0,1,WC Qualifier,Home City,Chile,false
2023-11-09,Spain,Morocco,3,0,WC Qualifier,Home City,Spain,false
2020-03-25,Senegal,New Zealand,3,0,Continental Cup,Home City,Senegal,false
2020-11-25,Panama,Morocco,1,0,Continental Cup,Home City,Panama,false
2019-07-23,South Korea,Nigeria,1,0,WC Qualifier,Home City,South Korea,false
2025-07-12,Belgium,Uruguay,1,1,Continental Cup,Home City,Belgium,false
2026-01-27,Japan,Iraq,1,0,Friendly,Home City,Japan,false
2018-08-25,Chile,Tunisia,1,1,World Cup,London,Chile,true
2020-04-16,New Zealand,Uruguay,2,2,WC Qualifier,Home City,New Zealand,false
2018-02-27,Japan,Italy,1,1,Nations League,Home City,Japan,false
2025-05-05,Ecuador,Nigeria,1,0,WC Qualifier,Home City,Ecuador,false
2023-06-20,Colombia,New Zealand,2,0,World Cup,New York,Colombia,true
2020-07-11,Germany,Tunisia,3,0,Nations League,Home City,Germany,false
2019-05-14,Peru,Senegal,2,1,Nations League,Home City,Peru,false
2022-01-01,Spain,Austria,2,0,Nations League,Home City,Spain,false
2024-11-28,Qatar,Costa Rica,2,1,Friendly,Home City,Qatar,false
2023-05-08,Norway,Algeria,0,0,World Cup,Doha,Norway,true
2020-01-22,Qatar,Serbia,1,4,World Cup,Doha,Qatar,true
2024-01-07,Ivory Coast,USA,2,2,World Cup,Paris,Ivory Coast,true
2019-09-28,Chile,Iraq,6,0,WC Qualifier,Home City,Chile,false
2026-03-01,Italy,Egypt,1,0,Continental Cup,Home City,Italy,false
2019-03-04,Norway,Portugal,1,3,World Cup,Doha,Norway,true
2018-06-01,Panama,Iran,2,1,World Cup,Dubai,Panama,true
2024-03-26,Qatar,Mexico,0,1,WC Qualifier,Home City,Qatar,false
2024-11-01,Croatia,Italy,1,1,Continental Cup,Home City,Croatia,false
2023-03-31,Iran,Argentina,2,5,Nations League,Home City,Iran,false
2020-09-15,Portugal,Serbia,2,0,Friendly,Home City,Portugal,false
2019-06-27,USA,France,1,3,Nations League,Home City,USA,false
2019-08-23,USA,United Arab Emirates,2,0,WC Qualifier,Home City,USA,false
2022-06-18,Algeria,South Africa,3,0,Friendly,Home City,Algeria,false
2023-10-03,Italy,Iran,2,1,World Cup,Paris,Italy,true
2024-07-29,Netherlands,Norway,1,1,Continental Cup,Home City,Netherlands,false
2020-11-25,Wales,Peru,2,2,Continental Cup,Home City,Wales,false
2024-03-29,Austria,Canada,1,3,WC Qualifier,Home City,Austria,false
2020-11-09,Morocco,Sweden,1,1,WC Qualifier,Home City,Morocco,false
2020-10-24,Paraguay,Panama,2,0,WC Qualifier,Home City,Paraguay,false
2018-08-24,Brazil,Jamaica,2,0,Nations League,Home City,Brazil,false
2019-03-25,England,Uruguay,2,1,World Cup,Sydney,England,true
2019-03-01,Sweden,Paraguay,1,0,Friendly,Home City,Sweden,false
2020-10-12,Norway,Nigeria,1,0,Continental Cup,Home City,Norway,false
2021-05-22,Argentina,Serbia,2,0,WC Qualifier,Home City,Argentina,false
2023-04-24,Egypt,Jamaica,0,2,Friendly,Home City,Egypt,false
2025-09-14,Portugal,Peru,0,0,World Cup,Berlin,Portugal,true
2022-02-05,Nigeria,USA,1,0,WC Qualifier,Home City,Nigeria,false
2025-08-18,Argentina,Peru,5,0,Nations League,Home City,Argentina,false
2020-10-06,Qatar,Peru,1,1,Continental Cup,Home City,Qatar,false
2019-03-12,Iraq,Senegal,2,0,WC Qualifier,Home City,Iraq,false
2018-01-23,Tunisia,South Africa,1,2,Friendly,Home City,Tunisia,false
2021-05-09,USA,Denmark,0,3,Friendly,Home City,USA,false
2024-04-27,Switzerland,South Africa,5,0,Friendly,Home City,Switzerland,false
2018-04-10,Costa Rica,Cameroon,2,1,World Cup,Madrid,Costa Rica,true
2022-09-16,New Zealand,Chile,3,2,Continental Cup,Home City,New Zealand,false
2022-04-07,Ecuador,Sweden,1,2,World Cup,Dubai,Ecuador,true
2022-11-20,Sweden,Cameroon,4,0,WC Qualifier,Home City,Sweden,false
2023-04-24,Peru,Switzerland,2,1,Nations League,Home City,Peru,false
2020-05-17,Germany,South Africa,4,0,Continental Cup,Home City,Germany,false
2018-05-29,United Arab Emirates,Mexico,2,2,World Cup,Paris,United Arab Emirates,true
2024-12-08,Wales,Ecuador,3,2,Nations League,Home City,Wales,false
2023-12-19,Argentina,Jamaica,4,0,Nations League,Home City,Argentina,false
2019-01-21,Iraq,Panama,2,1,Nations League,Home City,Iraq,false
2026-02-01,South Korea,Belgium,2,2,World Cup,Dubai,South Korea,true
2021-08-23,Brazil,Algeria,6,0,Friendly,Home City,Brazil,false
2021-07-13,Panama,Japan,2,1,WC Qualifier,Home City,Panama,false
2019-12-27,Wales,Nigeria,1,0,World Cup,New York,Wales,true
2022-02-10,Wales,USA,0,2,WC Qualifier,Home City,Wales,false
2023-08-15,Japan,Switzerland,0,1,Friendly,Home City,Japan,false
2026-05-03,Belgium,Saudi Arabia,2,0,Friendly,Home City,Belgium,false
2021-10-31,Iraq,Colombia,0,2,World Cup,Dubai,Iraq,true
2024-02-17,Panama,United Arab Emirates,0,1,World Cup,Berlin,Panama,true
2019-07-02,Jamaica,New Zealand,5,1,World Cup,Sydney,Jamaica,true
2023-08-19,Austria,Egypt,1,1,Continental Cup,Home City,Austria,false
2026-03-05,Belgium,Senegal,3,1,Friendly,Home City,Belgium,false
2020-10-15,Switzerland,Morocco,2,1,World Cup,Madrid,Switzerland,true
2024-04-14,United Arab Emirates,Austria,2,1,WC Qualifier,Home City,United Arab Emirates,false
2018-10-31,Cameroon,Spain,0,2,Continental Cup,Home City,Cameroon,false
2025-06-04,South Africa,Morocco,0,2,WC Qualifier,Home City,South Africa,false
2018-07-26,USA,Iraq,2,0,WC Qualifier,Home City,USA,false
2018-07-04,Costa Rica,Switzerland,0,1,Continental Cup,Home City,Costa Rica,false
2019-12-26,Senegal,Norway,2,1,Continental Cup,Home City,Senegal,false
2020-06-23,Portugal,Morocco,1,1,World Cup,Madrid,Portugal,true
2021-05-28,Japan,Cameroon,4,0,WC Qualifier,Home City,Japan,false
2025-03-07,Croatia,South Korea,1,0,World Cup,Dubai,Croatia,true
2024-09-18,Netherlands,Morocco,1,0,Nations League,Home City,Netherlands,false
2021-12-06,Nigeria,New Zealand,3,1,World Cup,Doha,Nigeria,true
2018-12-17,Egypt,South Africa,1,1,WC Qualifier,Home City,Egypt,false
2022-04-07,Norway,Costa Rica,3,3,Friendly,Home City,Norway,false
2019-07-28,Italy,Morocco,4,0,Continental Cup,Home City,Italy,false
2024-12-01,Wales,France,0,1,WC Qualifier,Home City,Wales,false
2022-04-23,Nigeria,USA,1,0,Friendly,Home City,Nigeria,false
2020-06-24,Germany,Ecuador,1,0,WC Qualifier,Home City,Germany,false
2022-01-05,Chile,Portugal,0,0,WC Qualifier,Home City,Chile,false
2020-01-13,Australia,Colombia,0,2,World Cup,London,Australia,true
2026-01-03,Iraq,Norway,3,0,World Cup,Doha,Iraq,true
2020-01-27,Colombia,New Zealand,2,0,Friendly,Home City,Colombia,false
2018-03-17,Cameroon,South Korea,0,1,WC Qualifier,Home City,Cameroon,false
2019-10-15,Peru,Germany,2,1,Continental Cup,Home City,Peru,false
2022-01-24,South Korea,Paraguay,3,0,Nations League,Home City,South Korea,false
2021-12-07,Canada,Tunisia,2,0,Friendly,Home City,Canada,false
2023-12-10,Paraguay,Belgium,2,3,Friendly,Home City,Paraguay,false
2022-11-21,Panama,Jamaica,3,2,Friendly,Home City,Panama,false
2025-02-18,Qatar,Austria,0,1,Nations League,Home City,Qatar,false
2026-03-10,Paraguay,Senegal,0,1,WC Qualifier,Home City,Paraguay,false
2022-07-27,Argentina,Wales,3,0,Nations League,Home City,Argentina,false
2019-09-07,Austria,Egypt,2,1,WC Qualifier,Home City,Austria,false
2023-02-01,Morocco,South Korea,0,0,Nations League,Home City,Morocco,false
2025-05-28,Saudi Arabia,Iraq,0,0,Continental Cup,Home City,Saudi Arabia,false
2018-10-27,Denmark,Netherlands,2,1,Continental Cup,Home City,Denmark,false
2018-08-11,Chile,Denmark,1,2,Friendly,Home City,Chile,false
2020-06-28,Switzerland,Saudi Arabia,0,2,Friendly,Home City,Switzerland,false
2021-08-02,Denmark,Brazil,0,0,WC Qualifier,Home City,Denmark,false
2021-09-25,Ecuador,Netherlands,0,3,WC Qualifier,Home City,Ecuador,false
2020-10-11,USA,Croatia,2,3,Continental Cup,Home City,USA,false
2018-03-07,Argentina,Sweden,2,0,Nations League,Home City,Argentina,false
2021-11-25,South Africa,South Korea,2,3,WC Qualifier,Home City,South Africa,false
2018-11-05,South Korea,Belgium,2,1,Friendly,Home City,South Korea,false
2019-01-03,Iran,Cameroon,1,3,Friendly,Home City,Iran,false
2025-01-10,Canada,South Korea,3,1,Continental Cup,Home City,Canada,false
2021-12-12,United Arab Emirates,Tunisia,0,1,Nations League,Home City,United Arab Emirates,false
2022-11-10,Japan,Paraguay,5,0,Nations League,Home City,Japan,false
2019-01-28,Canada,Paraguay,2,0,Friendly,Home City,Canada,false
2024-08-30,Belgium,Qatar,3,1,WC Qualifier,Home City,Belgium,false
2019-01-06,Peru,Iran,1,2,Continental Cup,Home City,Peru,false
2018-11-05,Italy,Norway,2,0,Continental Cup,Home City,Italy,false
2023-10-18,Senegal,Belgium,1,0,Friendly,Home City,Senegal,false
2026-02-16,Spain,Croatia,4,0,World Cup,New York,Spain,true
2024-12-03,Cameroon,Netherlands,0,2,WC Qualifier,Home City,Cameroon,false
2021-09-19,Iraq,Australia,2,2,World Cup,London,Iraq,true
2023-09-20,Qatar,Senegal,2,1,Nations League,Home City,Qatar,false
2022-03-30,Algeria,United Arab Emirates,3,2,Continental Cup,Home City,Algeria,false
2021-12-04,Italy,Switzerland,1,2,World Cup,Doha,Italy,true
2025-01-14,Iran,New Zealand,0,1,Continental Cup,Home City,Iran,false
2019-04-09,Iran,France,1,4,Nations League,Home City,Iran,false
2022-12-10,USA,Germany,0,1,Nations League,Home City,USA,false
2024-10-16,Norway,England,0,2,Continental Cup,Home City,Norway,false
2022-11-09,Iraq,Germany,1,3,Nations League,Home City,Iraq,false
2025-03-27,Italy,Iraq,1,0,WC Qualifier,Home City,Italy,false
2025-03-01,Qatar,Switzerland,1,1,WC Qualifier,Home City,Qatar,false
2020-07-22,Germany,Egypt,3,0,Friendly,Home City,Germany,false
2025-05-15,Peru,South Africa,0,3,Friendly,Home City,Peru,false
2023-07-07,Iraq,Portugal,0,2,Friendly,Home City,Iraq,false
2023-02-25,Chile,South Africa,6,0,World Cup,Dubai,Chile,true
2021-12-16,Austria,Panama,1,0,Friendly,Home City,Austria,false
2025-09-19,Germany,Spain,1,3,World Cup,Berlin,Germany,true
2024-04-12,Canada,Italy,1,3,Friendly,Home City,Canada,false
2020-06-29,Canada,Italy,3,1,World Cup,New York,Canada,true
2021-03-26,Wales,Iraq,2,1,World Cup,London,Wales,true
2019-09-30,Canada,Peru,1,1,WC Qualifier,Home City,Canada,false
2022-04-12,Ecuador,Japan,0,1,WC Qualifier,Home City,Ecuador,false
2021-03-12,Croatia,Portugal,1,0,Nations League,Home City,Croatia,false
2021-08-16,Ivory Coast,Argentina,0,2,Nations League,Home City,Ivory Coast,false
2025-03-04,Portugal,Denmark,5,2,World Cup,Berlin,Portugal,true
2024-11-07,Belgium,Nigeria,2,0,Friendly,Home City,Belgium,false
2024-12-18,Belgium,Morocco,1,0,World Cup,Madrid,Belgium,true
2020-10-17,Australia,Norway,3,0,Continental Cup,Home City,Australia,false
2019-03-19,Ecuador,Belgium,1,1,Continental Cup,Home City,Ecuador,false
2021-09-24,England,Nigeria,2,0,WC Qualifier,Home City,England,false
2022-02-26,Cameroon,Australia,1,0,Continental Cup,Home City,Cameroon,false
2025-01-14,Panama,Spain,0,0,Friendly,Home City,Panama,false
2020-10-21,Netherlands,Austria,2,1,World Cup,Berlin,Netherlands,true
2023-07-29,Cameroon,Qatar,2,0,World Cup,Paris,Cameroon,true
2018-05-17,Peru,Iran,2,0,WC Qualifier,Home City,Peru,false
2020-02-04,United Arab Emirates,Wales,1,0,Friendly,Home City,United Arab Emirates,false
2025-11-20,Japan,Iran,0,0,WC Qualifier,Home City,Japan,false
2025-05-12,Australia,Wales,2,0,Continental Cup,Home City,Australia,false
2023-02-19,Tunisia,Ivory Coast,3,0,World Cup,New York,Tunisia,true
2020-08-16,Sweden,Italy,0,2,World Cup,Berlin,Sweden,true
2019-09-30,Panama,USA,1,1,World Cup,Dubai,Panama,true
2025-01-01,Switzerland,Paraguay,2,0,WC Qualifier,Home City,Switzerland,false
2019-12-31,Italy,Germany,1,1,World Cup,Sydney,Italy,true
2020-03-03,Croatia,South Korea,1,1,Friendly,Home City,Croatia,false
2019-08-25,Saudi Arabia,Cameroon,0,1,Continental Cup,Home City,Saudi Arabia,false
2023-11-12,France,Italy,3,0,World Cup,Paris,France,true
2019-08-07,Canada,Serbia,1,0,Continental Cup,Home City,Canada,false
2021-05-26,Ecuador,Netherlands,0,2,WC Qualifier,Home City,Ecuador,false
2025-07-28,Sweden,USA,2,0,Nations League,Home City,Sweden,false
2023-09-28,Qatar,Morocco,0,3,WC Qualifier,Home City,Qatar,false
2019-10-19,Australia,Sweden,0,1,World Cup,London,Australia,true
2025-07-08,South Africa,Canada,0,2,Friendly,Home City,South Africa,false
2026-01-18,France,Senegal,0,0,World Cup,New York,France,true
2024-05-30,Chile,Belgium,1,4,Nations League,Home City,Chile,false
2022-12-06,Tunisia,Costa Rica,2,0,WC Qualifier,Home City,Tunisia,false
2020-12-07,Cameroon,Ivory Coast,0,3,Friendly,Home City,Cameroon,false
2022-07-05,Ecuador,Sweden,0,2,WC Qualifier,Home City,Ecuador,false
2018-02-03,Portugal,Serbia,2,1,World Cup,Berlin,Portugal,true
2020-12-29,Austria,Brazil,1,1,Continental Cup,Home City,Austria,false
2023-07-04,Egypt,Switzerland,4,1,Nations League,Home City,Egypt,false
2018-07-05,Egypt,Tunisia,5,2,Friendly,Home City,Egypt,false
2024-07-28,Mexico,Canada,3,0,WC Qualifier,Home City,Mexico,false
2026-05-30,United Arab Emirates,Algeria,1,1,World Cup,Doha,United Arab Emirates,true
2018-01-17,Mexico,Ecuador,3,0,WC Qualifier,Home City,Mexico,false
2023-01-12,Portugal,Egypt,1,0,Friendly,Home City,Portugal,false
2019-08-05,Senegal,Canada,3,1,World Cup,Madrid,Senegal,true
2020-09-17,Cameroon,Netherlands,2,5,Friendly,Home City,Cameroon,false
2020-09-24,England,Senegal,2,1,WC Qualifier,Home City,England,false
2020-01-12,Chile,Netherlands,2,1,Continental Cup,Home City,Chile,false
2026-02-01,Senegal,Iran,0,0,WC Qualifier,Home City,Senegal,false
2025-07-08,Cameroon,Spain,1,1,WC Qualifier,Home City,Cameroon,false
2023-03-12,Belgium,Sweden,1,1,World Cup,Berlin,Belgium,true
2019-05-14,Cameroon,Australia,0,1,Nations League,Home City,Cameroon,false
